chose_plan,taxrate1,taxrate2,taxrate3,taxrate4,taxrate5,taxrate6,taxrev,inequality_aversion,taxes_harm_economy,partyid,ID,weight
0,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 15%,175-375k: 45%,>375k: 15%,105-125%,0,0,Democrat,206096574,0.39569103717803955
0,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 45%,<75%,0,0,Democrat,206096574,0.39569103717803955
1,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 5%,>375k: 5%,<75%,0,0,Democrat,206096574,0.39569103717803955
1,<10k: 5%,10-35k: 5%,35-85k: 35%,85-175k: 5%,175-375k: 15%,>375k: 25%,<75%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 25%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 35%,>375k: 5%,>125%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 25%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 5%,>375k: 15%,105-125%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 5%,75-95%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 5%,<75%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 25%,105-125%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 25%,10-35k: 5%,35-85k: 15%,85-175k: 15%,175-375k: 45%,>375k: 45%,75-95%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 5%,175-375k: 15%,>375k: 25%,105-125%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 0%,10-35k: 15%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 55%,105-125%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 35%,175-375k: 35%,>375k: 45%,>125%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 5%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 5%,>375k: 5%,<75%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 15%,<75%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 35%,95-105%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 25%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 5%,>375k: 35%,>125%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 25%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 35%,>125%,0,0,Independent,206110587,0.7315602898597717
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 25%,>375k: 5%,75-95%,0,0,Independent,206110587,0.7315602898597717
1,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 5%,75-95%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 5%,<75%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 5%,>375k: 25%,>125%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 5%,175-375k: 25%,>375k: 45%,>125%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 0%,10-35k: 5%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 55%,<75%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 0%,10-35k: 35%,35-85k: 25%,85-175k: 25%,175-375k: 5%,>375k: 35%,105-125%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 45%,>375k: 45%,>125%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 0%,10-35k: 5%,35-85k: 5%,85-175k: 15%,175-375k: 45%,>375k: 55%,<75%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 35%,>125%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 35%,>125%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 45%,95-105%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 0%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 5%,95-105%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 25%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 5%,105-125%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 0%,10-35k: 5%,35-85k: 25%,85-175k: 5%,175-375k: 15%,>375k: 45%,<75%,1,0,Democrat,206139541,0.9097279906272888
0,<10k: 0%,10-35k: 25%,35-85k: 25%,85-175k: 35%,175-375k: 35%,>375k: 55%,105-125%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 5%,10-35k: 15%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 45%,75-95%,1,0,Democrat,206139541,0.9097279906272888
1,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 25%,75-95%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 35%,>375k: 55%,>125%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 0%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 25%,<75%,1,1,Republican,206140514,1.0415579080581665
1,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 35%,>375k: 45%,>125%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 45%,<75%,1,1,Republican,206140514,1.0415579080581665
1,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 5%,>375k: 55%,105-125%,1,1,Republican,206140514,1.0415579080581665
1,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 5%,>375k: 55%,75-95%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 5%,10-35k: 5%,35-85k: 35%,85-175k: 5%,175-375k: 45%,>375k: 55%,75-95%,1,1,Republican,206140514,1.0415579080581665
1,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 45%,>375k: 55%,75-95%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 5%,95-105%,1,1,Republican,206140514,1.0415579080581665
1,<10k: 25%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 45%,>375k: 5%,105-125%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 0%,10-35k: 5%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 5%,<75%,1,1,Republican,206140514,1.0415579080581665
1,<10k: 25%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 15%,>375k: 55%,>125%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 45%,>375k: 55%,>125%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 45%,>375k: 55%,>125%,1,1,Republican,206140514,1.0415579080581665
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 15%,175-375k: 45%,>375k: 15%,<75%,1,1,Republican,206140514,1.0415579080581665
0,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 5%,<75%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 5%,10-35k: 15%,35-85k: 15%,85-175k: 25%,175-375k: 5%,>375k: 35%,75-95%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 45%,>375k: 35%,95-105%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 5%,175-375k: 25%,>375k: 15%,75-95%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 25%,10-35k: 5%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 15%,<75%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 55%,75-95%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 25%,175-375k: 25%,>375k: 25%,95-105%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 35%,>125%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 5%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 15%,>375k: 5%,105-125%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 25%,>125%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 0%,10-35k: 35%,35-85k: 25%,85-175k: 5%,175-375k: 5%,>375k: 5%,95-105%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 0%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 5%,>375k: 15%,75-95%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 5%,175-375k: 45%,>375k: 45%,105-125%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 25%,10-35k: 5%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 45%,75-95%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 35%,175-375k: 5%,>375k: 5%,95-105%,1,0,Democrat,206149714,0.7960132956504822
1,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 25%,>375k: 45%,95-105%,1,0,Democrat,206149714,0.7960132956504822
0,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 35%,175-375k: 15%,>375k: 25%,95-105%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 0%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 15%,<75%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 5%,>375k: 15%,75-95%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 15%,>375k: 15%,75-95%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 45%,>375k: 55%,>125%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 0%,10-35k: 25%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 5%,<75%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 45%,105-125%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 45%,>125%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 5%,95-105%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 15%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 35%,>375k: 55%,95-105%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 0%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 25%,75-95%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 35%,>375k: 35%,75-95%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 5%,>375k: 15%,<75%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 25%,105-125%,1,0,Democrat,206155523,0.5092918276786804
1,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 25%,105-125%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 35%,175-375k: 15%,>375k: 35%,95-105%,1,0,Democrat,206155523,0.5092918276786804
0,<10k: 5%,10-35k: 5%,35-85k: 15%,85-175k: 25%,175-375k: 5%,>375k: 15%,<75%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 35%,>375k: 45%,>125%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 45%,>125%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 45%,>125%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 25%,<75%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 45%,>375k: 5%,>125%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 5%,<75%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 15%,105-125%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 55%,>125%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 25%,>375k: 25%,75-95%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 5%,175-375k: 25%,>375k: 55%,95-105%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 5%,10-35k: 15%,35-85k: 15%,85-175k: 15%,175-375k: 5%,>375k: 25%,<75%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 45%,>375k: 5%,>125%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 25%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 55%,95-105%,0,0,Democrat,206161499,0.6124315857887268
1,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 45%,75-95%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 5%,10-35k: 15%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 15%,<75%,0,0,Democrat,206161499,0.6124315857887268
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 35%,>375k: 45%,>125%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 55%,75-95%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 35%,75-95%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 5%,10-35k: 5%,35-85k: 25%,85-175k: 35%,175-375k: 5%,>375k: 35%,<75%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 55%,105-125%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 15%,10-35k: 15%,35-85k: 15%,85-175k: 15%,175-375k: 45%,>375k: 45%,95-105%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 25%,>375k: 5%,95-105%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 15%,10-35k: 5%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 45%,<75%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 25%,10-35k: 5%,35-85k: 5%,85-175k: 15%,175-375k: 35%,>375k: 45%,75-95%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 15%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 5%,>375k: 25%,75-95%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 5%,>375k: 5%,75-95%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 45%,105-125%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 35%,105-125%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 25%,175-375k: 15%,>375k: 35%,75-95%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 35%,105-125%,1,0,Democrat,206164555,0.740634024143219
1,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 25%,175-375k: 15%,>375k: 45%,>125%,1,0,Democrat,206164555,0.740634024143219
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 15%,75-95%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 0%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 15%,>375k: 15%,105-125%,1,NA,Republican,206166449,0.564300000667572
0,<10k: 0%,10-35k: 35%,35-85k: 25%,85-175k: 25%,175-375k: 35%,>375k: 25%,105-125%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 5%,<75%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 25%,95-105%,1,NA,Republican,206166449,0.564300000667572
0,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 25%,105-125%,1,NA,Republican,206166449,0.564300000667572
0,<10k: 0%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 45%,<75%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 15%,10-35k: 5%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 45%,75-95%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 25%,10-35k: 25%,35-85k: 25%,85-175k: 35%,175-375k: 45%,>375k: 45%,>125%,1,NA,Republican,206166449,0.564300000667572
0,<10k: 0%,10-35k: 25%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 45%,75-95%,1,NA,Republican,206166449,0.564300000667572
0,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 25%,175-375k: 25%,>375k: 45%,75-95%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 45%,>125%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 35%,>375k: 25%,<75%,1,NA,Republican,206166449,0.564300000667572
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 25%,>375k: 15%,>125%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 5%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 35%,>375k: 35%,75-95%,1,NA,Republican,206166449,0.564300000667572
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 25%,95-105%,1,NA,Republican,206166449,0.564300000667572
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 45%,>375k: 15%,95-105%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 35%,175-375k: 5%,>375k: 15%,75-95%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 25%,10-35k: 5%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 55%,95-105%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 55%,<75%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 5%,>375k: 5%,95-105%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 15%,>375k: 55%,>125%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 25%,>375k: 15%,75-95%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 25%,>375k: 15%,>125%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 5%,>375k: 5%,105-125%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 5%,<75%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 0%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 45%,<75%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 25%,175-375k: 35%,>375k: 55%,105-125%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 15%,75-95%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 5%,<75%,1,0,Democrat,206169166,1.3892680406570435
0,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 5%,>375k: 55%,>125%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 5%,10-35k: 35%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 25%,>125%,1,0,Democrat,206169166,1.3892680406570435
1,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 5%,175-375k: 15%,>375k: 35%,<75%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 25%,10-35k: 5%,35-85k: 15%,85-175k: 25%,175-375k: 5%,>375k: 35%,75-95%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 5%,10-35k: 35%,35-85k: 25%,85-175k: 25%,175-375k: 45%,>375k: 15%,>125%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 35%,95-105%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 25%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 5%,>375k: 15%,95-105%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 15%,175-375k: 25%,>375k: 15%,95-105%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 15%,95-105%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 5%,75-95%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 5%,75-95%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 25%,175-375k: 35%,>375k: 25%,75-95%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 45%,95-105%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 25%,>375k: 15%,95-105%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 0%,10-35k: 5%,35-85k: 15%,85-175k: 25%,175-375k: 5%,>375k: 35%,<75%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 15%,<75%,1,0,Democrat,206169936,0.40052151679992676
0,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 35%,95-105%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 0%,10-35k: 5%,35-85k: 15%,85-175k: 25%,175-375k: 5%,>375k: 35%,<75%,1,0,Democrat,206169936,0.40052151679992676
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 35%,>375k: 35%,105-125%,1,NA,Republican,206182083,0.6250972151756287
0,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 35%,95-105%,1,NA,Republican,206182083,0.6250972151756287
1,<10k: 25%,10-35k: 5%,35-85k: 15%,85-175k: 5%,175-375k: 35%,>375k: 35%,75-95%,1,NA,Republican,206182083,0.6250972151756287
0,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 5%,>375k: 15%,95-105%,1,NA,Republican,206182083,0.6250972151756287
1,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 25%,175-375k: 45%,>375k: 45%,75-95%,1,NA,Republican,206182083,0.6250972151756287
0,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 45%,>375k: 35%,>125%,1,NA,Republican,206182083,0.6250972151756287
1,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 25%,>375k: 35%,105-125%,1,NA,Republican,206182083,0.6250972151756287
0,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 25%,175-375k: 15%,>375k: 5%,<75%,1,NA,Republican,206182083,0.6250972151756287
0,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 35%,>375k: 25%,<75%,1,NA,Republican,206182083,0.6250972151756287
1,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 5%,175-375k: 35%,>375k: 55%,>125%,1,NA,Republican,206182083,0.6250972151756287
